,id,region,regulated_dam,primary_purpose,primary_type,height,length,volume,surface,drainage,spillway,inspection_frequency,distance_to_nearest_city,hazard,assessment,probability_of_failure,dam_repair_loss,damage_loss,business_interruption_loss,age,modification_count,years_from_modification,years_from_inspection,years_from_assessment
13406,SOAD20005,Flumevale,Yes,Irrigation,Earth,6.941,0.406,20200.0,0.24428,,Uncontrolled,0.16666666666666666,17.62,Low,Not Rated,0.0802,707.2,451.5,44.6,114.0,3,23.0,7.0,114.0
13407,SOAD00098,Navaldia,Yes,Flood Risk Reduction,Earth,13.24,0.358,50167.0,0.05713,5.32658,,0.0,,Low,Not Rated,0.0985,33.1,12.9,,66.0,0,66.0,66.0,11.0
13408,SOAD01030,Lyndrassia,No,Irrigation,Earth,7.632,,,0.20685,798.987,,0.0,0.0,Low,Not Rated,0.0962,20.5,876.8,30.1,51.0,0,51.0,51.0,51.0
13409,SOAD02338,Flumevale,Yes,Irrigation,Earth,10.799,0.03,8266.0,0.20882,,,0.16666666666666666,30.68,Low,Fair,0.0592,25.0,103.9,41.1,141.0,0,141.0,4.0,3.0
13410,SOAD03547,Navaldia,No,Water Supply,Earth,4.706,0.208,,0.1871499999999999,,,0.0,,Low,Not Rated,0.1184,16.2,7.2,26.1,65.0,0,65.0,65.0,11.0
13411,SOAD04089,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.565,0.467,,0.31323,,,0.0,,Low,Not Rated,0.0726,262.4,10.4,,56.0,0,56.0,56.0,11.0
13412,SOAD04818,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.346,0.133,,,,,0.0,79.24,Low,,0.1274,17.2,161.6,,72.0,0,72.0,72.0,72.0
13413,SOAD08620,Flumevale,Yes,,Earth,10.588,0.85,,0.3585399999999999,,,1.0,,Significant,Poor,0.1538,634.4,406.9,,,0,,6.0,8.0
13414,SOAD09280,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.632,0.32,,0.1871499999999999,,,0.16666666666666666,8.42,Low,Not Rated,0.0571,12.7,242.5,,116.0,0,116.0,33.0,116.0
13415,SOAD14377,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.198,0.159,,,276.98216,Uncontrolled,0.0,58.12,Low,,0.0935,20.8,222.2,,54.0,0,54.0,54.0,54.0
13416,SOAD15254,Flumevale,Yes,Other,Gravity,7.549,0.242,6224.0,0.4728,7742.184029999999,,2.0,,Low,Satisfactory,0.0738,107.9,9.4,,115.0,0,115.0,4.0,8.0
13417,SOAD15486,Navaldia,Yes,Grade Stabilization,Earth,21.186,0.237,,0.08274,5.32658,,1.0,,High,Fair,0.1104,14.0,807.8,,50.0,0,50.0,5.0,50.0
13418,SOAD18301,Navaldia,No,,Earth,5.0,0.4,,0.16548,,,0.0,,Low,Not Rated,0.0731,6.4,18.8,,51.0,0,51.0,51.0,11.0
13419,SOAD20167,Lyndrassia,No,Recreation,Earth,8.952,,,0.15957,2404.95087,,0.0,1.59,Low,Not Rated,0.0928,10.8,330.6,3.0,88.0,0,88.0,88.0,88.0
13420,SOAD20314,Flumevale,No,Water Supply,Earth,20.679,0.4,195000.0,0.12214,,Controlled,1.0,0.0,High,Not Available,0.0864,44.1,118.6,66.1,78.0,0,78.0,5.0,78.0
13421,SOAD01095,Lyndrassia,Yes,Recreation,Earth,15.016,0.227,,0.13002,31.95948,,0.2,13.76,High,Satisfactory,0.0572,24.5,234.8,4.3,35.0,0,35.0,4.0,7.0
13422,SOAD05486,Lyndrassia,No,Recreation,Earth,9.896,,,0.15366,6804.70595,,0.0,0.0,High,Not Rated,0.0934,8.1,134.2,7.7,58.0,0,58.0,46.0,58.0
13423,SOAD09599,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.599,0.233,,0.16351,,,0.0,,Low,Not Rated,0.1099,46.0,22.0,,67.0,0,67.0,67.0,11.0
13424,SOAD09677,Navaldia,Yes,Flood Risk Reduction,Earth,6.499,0.437,,0.20882,2.66329,Uncontrolled,0.2,1.67,High,Fair,0.0902,42.5,914.1,,95.0,0,95.0,6.0,5.0
13425,SOAD10461,Lyndrassia,Yes,Irrigation,Earth,13.497,,,,,,0.0,,Significant,,0.1323,365.8,357.1,31.8,21.0,0,21.0,21.0,21.0
13426,SOAD11763,Navaldia,Yes,Irrigation,Earth,8.068,0.2,,0.10244,21.30632,,1.0,,High,Poor,0.1208,44.8,823.6,8.3,53.0,0,53.0,5.0,53.0
13427,SOAD11969,Navaldia,No,Recreation,Earth,8.0,0.406,,0.08077,2.66329,,0.0,,Low,Not Rated,0.1091,14.2,9.4,4.2,61.0,0,61.0,8.0,3.0
13428,SOAD12263,Navaldia,Yes,Recreation,Earth,3.151,0.14,,0.68162,13.31645,,1.0,,High,Fair,0.1185,602.3,512.2,5.1,97.0,0,97.0,5.0,97.0
13429,SOAD12285,Flumevale,Yes,Hydroelectric,Earth,5.371,0.162,2000.0,0.24428,5.32658,Uncontrolled,0.3333333333333333,,Low,Satisfactory,0.0736,501.1,20.1,,155.0,0,155.0,6.0,2.0
13430,SOAD13274,Lyndrassia,Yes,Recreation,Earth,12.599,0.173,65000.0,0.197,2.66329,Uncontrolled,0.2,34.32,Low,Satisfactory,0.0439,42.1,154.4,7.9,60.0,1,39.0,7.0,18.0
13431,SOAD13300,Navaldia,No,Recreation,Earth,8.483,0.113,,0.12017,37.28606,Uncontrolled,0.0,10.3,Significant,Not Rated,0.1169,39.0,355.5,3.1,60.0,0,60.0,14.0,9.0
13432,SOAD14308,Lyndrassia,Yes,Other,Earth,24.35,0.533,,0.2167,2.66329,,0.0,3.31,High,Satisfactory,0.1018,19.6,764.8,,54.0,0,54.0,5.0,10.0
13433,SOAD14826,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.034,0.15,,0.16942,,,0.0,,Low,Not Rated,0.0786,38.0,12.6,,48.0,0,48.0,48.0,11.0
13434,SOAD16120,Navaldia,Yes,Water Supply,Gravity,5.051,0.175,,0.45507,,Uncontrolled,0.0,,Low,Not Rated,0.0636,205.4,7.5,32.0,70.0,0,70.0,46.0,11.0
13435,SOAD16705,Flumevale,Yes,Flood Risk Reduction,Earth,34.723,0.25,149000.0,0.12805,13.31645,,2.0,,Low,Satisfactory,0.0776,18.9,19.9,,31.0,0,31.0,3.0,8.0
13436,SOAD17491,Navaldia,Yes,Flood Risk Reduction,Earth,12.994,0.187,,0.0788,5.32658,,0.0,,Low,Not Rated,0.1105,9.4,13.4,,40.0,0,40.0,40.0,11.0
13437,SOAD18311,Navaldia,No,Irrigation,Other,3.432,0.083,,0.40385,,Uncontrolled,0.0,,Significant,Not Rated,0.1744,670.6,398.6,32.0,120.0,1,43.0,17.0,11.0
13438,SOAD18845,Navaldia,Yes,Flood Risk Reduction,Earth,13.354,0.218,37390.0,0.0591,2.66329,Uncontrolled,0.5,,Significant,Poor,0.1444,17.3,222.2,,61.0,0,61.0,6.0,5.0
13439,SOAD19777,Navaldia,No,Water Supply,Earth,8.452,0.867,,0.15169,,,0.0,,Low,Not Rated,0.1344,27.1,8.9,16.2,85.0,0,85.0,85.0,11.0
13440,SOAD00184,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.712,0.5,,0.22458,,Uncontrolled,0.0,3.14,Significant,Not Rated,0.1245,21.6,242.2,,48.0,0,48.0,16.0,11.0
13441,SOAD02437,Lyndrassia,Yes,,Earth,15.213,0.209,83000.0,0.15366,,Uncontrolled,0.2,,High,Satisfactory,0.0599,46.0,831.8,,27.0,1,27.0,3.0,18.0
13442,SOAD02631,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.328,0.233,,0.1871499999999999,,,0.0,,Low,Not Rated,0.0838,19.2,15.7,,73.0,0,73.0,73.0,11.0
13443,SOAD13086,Navaldia,Yes,Recreation,Earth,9.06,0.308,,0.16745,2.66329,,0.2,,Low,Not Rated,0.0774,38.2,12.5,3.7,47.0,0,47.0,10.0,47.0
13444,SOAD13976,Navaldia,Yes,Fish and Wildlife Pond,Earth,2.757,0.773,20157.0,0.38612,,Controlled,0.2,,Low,Poor,0.0654,615.5,14.2,,,0,,9.0,9.0
13445,SOAD14973,Lyndrassia,Yes,,Earth,13.247,0.307,,0.13199,,Uncontrolled,0.2,,High,Satisfactory,0.0673,23.5,739.2,,31.0,1,32.0,3.0,18.0
13446,SOAD15798,Flumevale,No,Water Supply,Earth,5.159,0.053,,0.2758,7.98987,Uncontrolled,0.1,,Low,Not Rated,0.0206,285.4,9.3,30.8,123.0,0,123.0,17.0,123.0
13447,SOAD17051,Lyndrassia,No,Recreation,Rockfill,10.663,,,0.15169,3717.95284,,0.0,14.77,High,Not Rated,0.1035,36.9,239.7,4.8,53.0,0,53.0,53.0,53.0
13448,SOAD18339,Navaldia,No,Water Supply,Earth,7.541,0.247,,0.17336,,,0.0,,Low,Not Rated,0.0607,44.0,10.3,48.1,60.0,0,60.0,60.0,11.0
13449,SOAD20391,Navaldia,Yes,Irrigation,Earth,3.253,1.25,,,,,0.0,,Low,Not Rated,0.0917,37.2,12.2,46.3,75.0,0,75.0,41.0,11.0
13450,SOAD02476,Lyndrassia,Yes,Irrigation,Earth,23.904,0.157,,0.02561,42.61264,,0.2,11.02,High,Poor,0.1065,14.5,286.4,1.2,99.0,0,99.0,4.0,1.0
13451,SOAD02630,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.242,0.222,,,34.62277,Uncontrolled,0.0,27.79,Low,,0.1059,21.7,161.5,,56.0,0,56.0,56.0,56.0
13452,SOAD04169,Navaldia,No,Recreation,Earth,7.031,0.293,24450.0,0.2167,3859.10721,Uncontrolled,0.0,,Low,Not Rated,0.054,21.4,12.3,8.9,64.0,1,19.0,16.0,11.0
13453,SOAD04721,Lyndrassia,Yes,Water Supply,Concrete,19.706,0.039,,0.0985,114.52147,,0.2,4.68,High,Satisfactory,0.0694,29.5,426.4,33.7,9.0,0,9.0,4.0,10.0
13454,SOAD05439,Navaldia,Yes,Recreation,Earth,14.583,0.233,,0.1379,18.64303,,1.0,,High,Poor,0.139,40.5,613.4,7.3,51.0,0,51.0,4.0,51.0
13455,SOAD07233,Flumevale,Yes,Water Supply,Earth,3.602,0.583,,0.8608899999999999,18.64303,,2.0,,Low,Satisfactory,0.074,154.1,23.8,61.6,99.0,0,99.0,3.0,8.0
13456,SOAD07925,Navaldia,Yes,Irrigation,Earth,2.424,1.867,,,,,0.0,,Low,Not Rated,0.1229,38.4,6.2,27.8,79.0,0,79.0,49.0,11.0
13457,SOAD08530,Flumevale,Yes,Water Supply,Arch,12.907,0.095,1500.0,7.02108,274.31887,Uncontrolled,0.3333333333333333,8.33,Low,Satisfactory,0.0485,761.3,340.7,11.3,98.0,0,98.0,3.0,2.0
13458,SOAD08939,Flumevale,Yes,Water Supply,Arch,10.578,0.046,250.0,6.98562,287.63532,,0.3333333333333333,7.77,Low,Satisfactory,0.0704,903.1,162.0,14.2,98.0,0,98.0,3.0,2.0
13459,SOAD09911,Navaldia,No,Recreation,Earth,6.489,0.417,,,,,0.0,,Low,Not Rated,0.0556,12.2,20.8,8.1,113.0,0,113.0,53.0,11.0
13460,SOAD10486,Lyndrassia,No,Grade Stabilization,Earth,9.871,0.263,29478.0,0.00788,239.6961,Uncontrolled,0.0,,Low,Not Rated,0.1046,22.8,22.2,,61.0,0,61.0,61.0,61.0
13461,SOAD10857,Navaldia,Yes,Irrigation,Earth,3.193,1.083,,,,,0.0,,Low,Not Rated,0.0951,40.5,12.4,11.7,79.0,0,79.0,41.0,11.0
13462,SOAD00126,Navaldia,Yes,Recreation,Earth,9.487,0.273,,0.15957,26.6329,Uncontrolled,0.5,,High,Poor,0.1114,5.6,869.8,6.7,66.0,0,66.0,3.0,4.0
13463,SOAD00154,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.265,,,0.15563,,,0.0,0.0,Low,Not Rated,0.0604,9.6,310.0,,31.0,0,31.0,31.0,31.0
13464,SOAD08943,Lyndrassia,Yes,Irrigation,Earth,8.82,0.11,,,,,0.0,25.34,Low,,0.0853,23.7,148.8,21.0,76.0,0,76.0,76.0,76.0
13465,SOAD10144,Navaldia,Yes,Flood Risk Reduction,Earth,10.422,0.341,45640.0,0.09653,2.66329,Uncontrolled,0.0,,Low,Not Rated,0.0964,16.8,10.8,,55.0,1,20.0,55.0,11.0
13466,SOAD10152,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,15.336,0.133,65000.0,0.1792699999999999,7.98987,Uncontrolled,0.2,3.09,Low,Not Rated,0.0605,46.6,388.7,,65.0,0,65.0,4.0,18.0
13467,SOAD15150,Flumevale,Yes,Water Supply,Earth,5.454,0.133,3000.0,0.45901,10.65316,,2.0,,Low,Poor,0.0895,150.1,12.4,25.0,107.0,0,107.0,2.0,3.0
13468,SOAD16556,Lyndrassia,Yes,Irrigation,Earth,9.002,0.33,,,,,0.0,0.0,Low,,0.0893,11.7,415.6,37.7,79.0,0,79.0,79.0,79.0
13469,SOAD18002,Lyndrassia,No,Water Supply,Earth,10.173,,,0.15366,4527.593,,0.0,1.58,Low,Not Rated,0.105,37.1,448.4,53.6,86.0,0,86.0,45.0,86.0
13470,SOAD19339,Navaldia,No,Water Supply,Earth,5.5,0.212,,0.26201,,,0.0,4.84,Low,Not Rated,0.0946,478.8,705.0,47.9,79.0,0,79.0,37.0,11.0
13471,SOAD20207,Flumevale,Yes,Irrigation,Earth,3.508,0.273,,0.36051,314.26822,,0.0,6.69,Low,Not Rated,0.0935,425.8,189.1,18.4,,0,,34.0,
13472,SOAD00369,Navaldia,Yes,Other,Earth,54.169,0.287,,0.22064,,,0.2,,Low,Satisfactory,0.0498,27.5,5.1,,58.0,0,58.0,10.0,58.0
13473,SOAD00465,Flumevale,Yes,Irrigation,Earth,3.961,0.242,12460.0,0.15169,,,0.16666666666666666,14.71,Low,Not Rated,0.0373,41.0,282.3,11.5,132.0,0,132.0,39.0,132.0
13474,SOAD00470,Navaldia,No,Irrigation,Earth,6.9,0.033,,,,,0.0,,Low,Not Rated,0.0862,14.9,13.3,25.1,113.0,0,113.0,113.0,11.0
13475,SOAD02412,Flumevale,Yes,Irrigation,Earth,9.329,0.825,64053.0,0.41961,7.98987,Uncontrolled,0.16666666666666666,9.35,Low,Fair,0.0644,329.9,118.3,39.1,120.0,0,120.0,9.0,9.0
13476,SOAD02543,Navaldia,No,Water Supply,Earth,4.97,0.733,,0.197,,,0.0,,Low,Not Rated,0.1057,11.4,7.3,43.2,61.0,0,61.0,61.0,11.0
13477,SOAD04437,Navaldia,Yes,Recreation,Earth,7.562,0.18,,0.29156,2.66329,Uncontrolled,0.5,,High,Not Rated,0.1327,436.0,720.2,9.3,115.0,1,47.0,3.0,2.0
13478,SOAD04453,Navaldia,Yes,Flood Risk Reduction,Earth,10.99,0.394,68668.0,0.05319,5.32658,,0.0,,Low,Not Rated,0.1268,15.5,9.2,,49.0,0,49.0,49.0,11.0
13479,SOAD06272,Navaldia,No,Flood Risk Reduction,Earth,7.667,0.297,14998.0,0.10638,,,0.0,,Low,Not Rated,0.0802,19.1,21.5,,51.0,0,51.0,51.0,11.0
13480,SOAD11879,Lyndrassia,Yes,Irrigation,Earth,13.708,0.155,,0.13593,23173.28629,Uncontrolled,0.2,31.57,High,Satisfactory,0.0533,25.0,80.8,1.7,66.0,1,25.0,4.0,5.0
13481,SOAD12024,Navaldia,No,Irrigation,Earth,13.894,0.367,,0.20094,,,0.0,,Low,Not Rated,0.1183,5.9,5.2,47.6,66.0,0,66.0,41.0,11.0
13482,SOAD14544,Navaldia,No,Water Supply,Earth,8.47,0.8,,0.10244,,,0.0,,Low,Not Rated,0.1242,8.7,13.3,50.9,61.0,0,61.0,61.0,11.0
13483,SOAD16976,Navaldia,No,Recreation,Earth,6.371,0.45,7800.0,0.06895,,,0.0,,Low,Not Rated,0.1061,34.2,23.6,8.4,55.0,0,55.0,55.0,11.0
13484,SOAD19144,Navaldia,Yes,Flood Risk Reduction,Earth,5.672,0.504,38543.0,0.11426,5.32658,Uncontrolled,0.2,16.28,Significant,Not Rated,0.1159,23.2,337.3,,50.0,0,50.0,7.0,2.0
13485,SOAD19901,Navaldia,No,Recreation,Earth,8.368,0.387,,,,,0.0,,Low,Not Rated,0.0672,41.9,11.5,5.1,48.0,0,48.0,48.0,11.0
13486,SOAD01369,Lyndrassia,No,Recreation,Earth,12.198,,,0.13593,1326.31842,,0.0,10.88,High,Not Rated,0.0945,34.6,101.8,6.3,65.0,0,65.0,46.0,65.0
13487,SOAD01505,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.429,0.017,,,,,0.0,0.0,Low,,0.0923,4.9,511.8,,75.0,0,75.0,75.0,75.0
13488,SOAD03721,Flumevale,Yes,Recreation,Earth,7.773,0.73,11035.0,0.20291,,,0.16666666666666666,139.71,Low,Not Rated,0.0791,31.2,87.1,8.2,59.0,0,59.0,17.0,59.0
13489,SOAD03901,Navaldia,No,Water Supply,Earth,7.399,0.253,,0.1576,,,0.0,,Low,Not Rated,0.0793,8.8,17.1,55.6,61.0,0,61.0,61.0,11.0
13490,SOAD05078,Navaldia,Yes,Recreation,Earth,9.019,0.208,22370.0,0.0788,45.27593,Uncontrolled,0.2,0.0,High,Fair,0.0629,38.3,596.0,5.1,53.0,0,53.0,5.0,5.0
13491,SOAD05626,Lyndrassia,Yes,Tailings,Earth,14.627,0.433,100000.0,0.31914,13.31645,Uncontrolled,0.3333333333333333,4.94,High,Satisfactory,0.0999,709.6,323.1,,68.0,1,29.0,3.0,12.0
13492,SOAD06077,Lyndrassia,No,Other,Earth,11.964,,,0.13002,7838.06247,,0.0,8.03,High,Not Rated,0.1437,27.6,121.7,,54.0,0,54.0,45.0,54.0
13493,SOAD07393,Lyndrassia,No,Irrigation,Earth,7.857,,,0.19897,1595.31071,,0.0,11.28,Low,Not Rated,0.1222,34.1,383.5,16.1,52.0,0,52.0,44.0,52.0
13494,SOAD07751,Lyndrassia,Yes,Irrigation,Earth,8.327,0.333,,,15.97974,,0.0,32.73,Low,,0.1024,9.3,159.4,31.9,73.0,0,73.0,73.0,73.0
13495,SOAD13221,Navaldia,No,Irrigation,Earth,5.702,0.5,,,,,0.0,,Low,Not Rated,0.0681,23.6,20.8,44.6,58.0,0,58.0,57.0,11.0
13496,SOAD14058,Lyndrassia,Yes,Recreation,Earth,18.332,0.24,92900.0,0.15957,2.66329,Uncontrolled,0.2,7.67,Low,Satisfactory,0.0422,41.5,194.5,5.8,60.0,0,60.0,5.0,18.0
13497,SOAD16786,Lyndrassia,Yes,Irrigation,Earth,4.017,0.44,,,,,0.0,41.64,Low,,0.0873,8.0,172.3,17.5,75.0,0,75.0,75.0,75.0
13498,SOAD17782,Navaldia,No,Flood Risk Reduction,Earth,11.727,0.433,60350.0,0.04334,5.32658,,0.0,,Low,Not Rated,0.0735,16.2,7.0,,62.0,0,62.0,62.0,11.0
13499,SOAD18416,Flumevale,Yes,Water Supply,Earth,20.488,0.833,198000.0,0.11229,,,2.0,,Low,Satisfactory,0.0608,23.9,10.3,64.5,29.0,0,29.0,3.0,8.0
13500,SOAD18575,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.541,,,0.2501899999999999,1456.81963,,0.0,1.54,Low,Not Rated,0.1054,516.5,659.1,,57.0,0,57.0,44.0,57.0
13501,SOAD01867,Lyndrassia,No,Irrigation,Earth,5.447,,,0.30535,1946.86499,,0.0,3.09,Low,Not Rated,0.0804,283.8,804.2,32.9,135.0,0,135.0,135.0,135.0
13502,SOAD02278,Navaldia,Yes,Water Supply,Earth,13.116,0.207,,0.2364,15.97974,,1.0,,High,Satisfactory,0.0909,44.6,630.1,30.7,142.0,1,12.0,5.0,142.0
13503,SOAD02524,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.783,,,0.14775,,,0.0,0.0,Low,Not Rated,0.1134,8.8,781.3,,32.0,0,32.0,32.0,32.0
13504,SOAD03970,Navaldia,Yes,Recreation,Earth,8.166,0.25,,0.17139,5.32658,Uncontrolled,1.0,,High,Poor,0.1386,20.7,800.3,3.2,,0,,4.0,
13505,SOAD04762,Navaldia,Yes,Recreation,Earth,12.061,0.25,,0.18912,2.66329,,0.5,,Significant,Fair,0.1428,35.2,181.8,7.7,119.0,0,119.0,6.0,119.0
13506,SOAD07630,Flumevale,Yes,Recreation,Earth,4.118,0.133,,0.32111,,Controlled,0.16666666666666666,17.2,Low,Fair,0.0488,180.1,429.8,5.2,95.0,1,20.0,4.0,12.0
13507,SOAD09667,Navaldia,Yes,Water Supply,Rockfill,5.051,0.034,,,,,0.0,,Low,Not Rated,0.0959,32.9,14.5,9.5,111.0,0,111.0,11.0,6.0
13508,SOAD10357,Lyndrassia,Yes,Irrigation,Earth,10.42,0.183,,,2.66329,,0.0,35.33,Low,,0.0744,7.9,171.4,29.6,65.0,0,65.0,65.0,65.0
13509,SOAD10558,Lyndrassia,Yes,,Earth,15.678,,,0.12214,,,0.0,9.48,Low,Not Rated,0.0966,7.2,284.5,,,0,,,15.0
13510,SOAD12327,Lyndrassia,Yes,Tailings,Earth,21.121,0.187,110000.0,0.30338,2.66329,Uncontrolled,0.5,1.64,High,Satisfactory,0.0842,107.5,484.1,,45.0,0,45.0,3.0,6.0
13511,SOAD15017,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.617,0.567,,0.0886499999999999,,,0.0,,Low,Not Rated,0.0557,44.7,20.9,,54.0,0,54.0,54.0,11.0
13512,SOAD16685,Navaldia,Yes,,Concrete,12.069,0.071,,,,Uncontrolled,0.0,,Low,Not Rated,0.1055,15.3,10.4,,,0,,,9.0
13513,SOAD16727,Navaldia,Yes,Recreation,Earth,12.466,0.16,,0.07289,2.66329,Uncontrolled,0.5,,Significant,Fair,0.1379,39.0,40.4,5.0,136.0,1,18.0,6.0,136.0
13514,SOAD04256,Lyndrassia,Yes,Grade Stabilization,Earth,15.759,0.103,43851.0,0.13987,5.32658,Uncontrolled,0.2,6.44,Significant,Satisfactory,0.0926,19.1,431.1,,62.0,0,62.0,5.0,18.0
13515,SOAD04444,Navaldia,No,,Earth,7.367,0.225,18200.0,0.14972,,,0.0,,Low,Not Rated,0.1111,30.2,20.5,,60.0,0,60.0,60.0,11.0
13516,SOAD04822,Navaldia,No,Water Supply,Earth,6.525,0.125,,0.15563,,,0.0,,Low,Not Rated,0.081,26.0,11.8,27.4,65.0,0,65.0,65.0,11.0
13517,SOAD05310,Navaldia,No,,Earth,5.354,0.367,,0.16942,,,0.0,,Low,Not Rated,0.0939,45.4,8.3,,57.0,0,57.0,57.0,11.0
13518,SOAD11030,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Gravity,7.434,0.32,29125.0,0.4787099999999999,37.28606,,0.2,21.91,Low,Not Rated,0.0578,540.9,353.2,,113.0,1,31.0,8.0,113.0
13519,SOAD13148,Lyndrassia,Yes,Irrigation,Earth,4.287,0.333,,,,,0.0,45.16,Low,,0.0806,18.7,62.7,23.4,116.0,0,116.0,116.0,116.0
13520,SOAD18024,Navaldia,No,Recreation,Earth,7.435,0.353,24098.0,0.15169,,,0.0,,Low,Not Rated,0.0968,6.8,12.9,7.7,52.0,0,52.0,52.0,11.0
13521,SOAD19864,Navaldia,Yes,Flood Risk Reduction,Earth,8.019,0.29,30660.0,0.09653,2.66329,Uncontrolled,0.0,,Low,Not Rated,0.1224,28.4,6.4,,61.0,0,61.0,61.0,11.0
13522,SOAD00679,Navaldia,Yes,Recreation,Earth,8.449,0.357,42700.0,,,,0.0,4.86,Low,Not Rated,0.0887,24.8,608.7,4.7,70.0,0,70.0,70.0,11.0
13523,SOAD02617,Lyndrassia,No,Recreation,Earth,11.745,,,0.14381,2002.79408,,0.0,45.23,High,Not Rated,0.1261,44.6,52.9,3.4,71.0,0,71.0,46.0,71.0
13524,SOAD04015,Lyndrassia,Yes,Irrigation,Earth,8.845,0.235,,,,,0.0,52.86,Low,,0.075,9.7,167.8,20.8,65.0,0,65.0,65.0,65.0
13525,SOAD04506,Lyndrassia,No,Irrigation,Earth,11.357,,,0.13396,977.42743,,0.0,0.0,High,Not Rated,0.09,16.4,673.4,3.5,49.0,0,49.0,49.0,49.0
13526,SOAD06049,Flumevale,Yes,Recreation,Earth,10.036,1.058,35130.0,0.2167,,Uncontrolled,0.16666666666666666,32.08,Low,Not Rated,0.0691,22.4,140.6,7.5,57.0,0,57.0,7.0,57.0
13527,SOAD10174,Navaldia,No,Recreation,Earth,5.441,0.083,,0.15366,,,0.0,,Low,Not Rated,0.0962,15.2,8.1,9.3,63.0,0,63.0,63.0,11.0
13528,SOAD13351,Navaldia,Yes,Flood Risk Reduction,Earth,9.002,0.3,,0.08471,2.66329,Uncontrolled,0.2,,High,Fair,0.073,10.3,525.3,,69.0,0,69.0,7.0,6.0
13529,SOAD15520,Lyndrassia,No,Recreation,Earth,10.644,,,0.13593,1267.72604,,0.0,25.62,Low,Not Rated,0.0798,41.6,214.9,7.3,58.0,0,58.0,58.0,58.0
13530,SOAD15705,Lyndrassia,No,Recreation,Earth,7.579,,,0.22261,20166.43188,,0.0,0.0,High,Not Rated,0.1366,28.7,494.8,4.7,72.0,0,72.0,46.0,72.0
13531,SOAD17232,Navaldia,No,Irrigation,Earth,7.982,0.263,,0.1851799999999999,,,0.0,,Low,Not Rated,0.1126,41.7,17.0,9.4,60.0,0,60.0,60.0,11.0
13532,SOAD17302,Lyndrassia,Yes,Water Supply,Earth,18.635,,,,95.87844,Uncontrolled,0.0,8.24,Significant,Fair,0.1471,400.5,95.9,20.3,,0,,14.0,13.0
13533,SOAD18402,Navaldia,No,Irrigation,Earth,12.608,0.328,,,,,0.0,,Low,Not Rated,0.1141,16.9,18.3,11.3,67.0,0,67.0,53.0,7.0
13534,SOAD19048,Flumevale,No,Irrigation,Earth,2.469,0.465,,,,Controlled,0.1,,Low,Not Rated,0.0679,15.2,18.4,15.6,115.0,0,115.0,15.0,115.0
13535,SOAD20648,Navaldia,No,Water Supply,Earth,8.937,0.33,,0.1753299999999999,,,0.0,,Low,Not Rated,0.1074,8.3,13.3,11.3,56.0,0,56.0,56.0,11.0
13536,SOAD00026,Flumevale,Yes,Water Supply,Earth,9.485,0.113,59500.0,0.15366,7.98987,Uncontrolled,0.5,4.62,Significant,Satisfactory,0.1333,44.1,390.2,64.6,146.0,1,59.0,4.0,4.0
13537,SOAD03202,Navaldia,Yes,Recreation,Earth,8.249,0.233,23640.0,,,Uncontrolled,0.0,8.03,Low,Not Rated,0.1043,22.1,416.8,8.8,45.0,2,17.0,16.0,11.0
13538,SOAD06026,Navaldia,Yes,Flood Risk Reduction,Earth,6.712,0.435,33370.0,0.07289,5.32658,,0.0,,Low,Not Rated,0.0645,21.7,19.7,,62.0,0,62.0,62.0,11.0
13539,SOAD08854,Flumevale,Yes,Water Supply,Earth,21.446,0.14,70000.0,0.06501,,,1.0,,High,Satisfactory,0.0917,17.8,946.0,45.9,,0,,3.0,8.0
13540,SOAD09395,Flumevale,Yes,Irrigation,Earth,3.885,0.046,2199.0,0.19897,,,0.0,11.13,Low,Not Rated,0.0633,24.5,237.3,3.8,139.0,0,139.0,8.0,139.0
13541,SOAD10255,Lyndrassia,Yes,Irrigation,Earth,7.991,0.133,,0.22655,47.93922,,0.0,11.21,Low,,0.0773,15.6,441.4,38.5,59.0,0,59.0,59.0,59.0
13542,SOAD11333,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.316,0.083,,,13.31645,,0.0,6.21,Low,,0.0752,11.9,128.7,,80.0,0,80.0,80.0,80.0
