"","X","id","region","regulated_dam","primary_purpose","primary_type","height","length","volume","surface","drainage","spillway","inspection_frequency","distance_to_nearest_city","hazard","assessment","probability_of_failure","dam_repair_loss","damage_loss","business_interruption_loss","age","modification_count","years_from_modification","years_from_inspection","years_from_assessment","one_year_prob"
"12735",12734,"SOAD01710","Navaldia","No","Irrigation","Earth",11.247,0.077,NA,0.13002,NA,"",0,NA,"Low","Not Rated",0.1099,29.2,17.6,25.8,59,0,59,59,11,0.0123072090223252
"12736",12735,"SOAD06433","Navaldia","No","","Earth",4.768,NA,NA,0.20882,NA,"",0,NA,"Low","Not Rated",0.0729,17.9,15.7,NA,NA,0,NA,NA,11,0.00780997807820214
"12737",12736,"SOAD06662","Navaldia","No","Other","Earth",6.436,NA,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0958,14.1,16.6,NA,54,0,54,54,11,0.010536745590558
"12738",12737,"SOAD06942","Lyndrassia","No","Recreation","Earth",10.243,NA,NA,0.13199,490.04536,"",0,4.67,"High","Not Rated",0.1377,18.8,582.3,7,53,0,53,53,53,0.0159115872604864
"12739",12738,"SOAD08258","Navaldia","Yes","Irrigation","Earth",2.684,0.33,NA,0.10244,NA,"",0,NA,"Low","Not Rated",0.0938,31.8,20,42.7,68,0,68,68,11,0.010293264403632
"12740",12739,"SOAD09364","Flumevale","Yes","Water Supply","Earth",9.687,0.453,29000,0.27186,93.21515,"",2,NA,"Low","Satisfactory",0.0697,143.3,10.9,18.8,71,0,71,3,8,0.00744434720757649
"12741",12740,"SOAD09370","Lyndrassia","No","Water Supply","Earth",10.985,NA,NA,0.13002,2109.32568,"",0,41.3,"High","Not Rated",0.1132,15.9,182.9,63.3,88,0,88,88,88,0.0127025479054616
"12742",12741,"SOAD17696","Navaldia","No","Irrigation","Earth",9.512,0.25,NA,0.1379,NA,"Uncontrolled",0,NA,"Low","Not Rated",0.1222,24.9,23.7,44.6,94,0,94,41,11,0.0138827144668602
"12743",12742,"SOAD18026","Navaldia","No","Irrigation","Earth",10.569,0.34,NA,0.11426,NA,"Uncontrolled",0,3.27,"Significant","Not Rated",0.1619,14.8,430.2,5.1,62,0,62,16,11,0.0192913450259292
"12744",12743,"SOAD18306","Lyndrassia","No","Recreation","Earth",9.753,NA,NA,0.13987,729.74146,"",0,1.61,"High","Not Rated",0.1474,30,774.6,8.8,52,0,52,52,52,0.0172490451201971
"12745",12744,"SOAD18558","Flumevale","Yes","Other","Earth",11.825,0.057,12700,0.17533,18.64303,"",1,NA,"High","Satisfactory",0.0884,44.4,594.4,NA,61,0,61,3,8,0.00964054909527886
"12746",12745,"SOAD03747","Navaldia","Yes","Recreation","Earth",11.556,0.15,NA,0.06895,13.31645,"",0.5,NA,"Significant","Not Rated",0.1883,36.9,151.6,4.6,117,0,117,8,117,0.0232468541386555
"12747",12746,"SOAD05977","Navaldia","No","Water Supply","Earth",6.402,0.183,NA,0.21473,NA,"",0,NA,"Low","Not Rated",0.106,33.4,22.6,10.2,54,0,54,54,11,0.0117944379555003
"12748",12747,"SOAD06184","Navaldia","No","Irrigation","Earth",5.635,0.133,NA,0.17139,NA,"",0,NA,"Low","Not Rated",0.0755,29.8,5.3,45.8,61,0,61,61,11,0.00810765440554769
"12749",12748,"SOAD07587","Lyndrassia","Yes","Irrigation","Earth",8.955,0.173,NA,NA,NA,"",0,37.17,"Low","",0.0826,14.1,89.2,19.3,126,0,126,126,126,0.00894678421253961
"12750",12749,"SOAD09028","Flumevale","Yes","Debris Control","Earth",14.794,0.16,176000,0.12805,15.97974,"",1,1.08,"High","Satisfactory",0.0999,12.8,510,NA,27,0,27,3,8,0.0110389776703354
"12751",12750,"SOAD10158","Navaldia","Yes","Flood Risk Reduction","Earth",15.1,0.347,69630,0.06304,5.32658,"",0,NA,"Low","Not Rated",0.1002,43.2,12.4,NA,57,0,57,57,11,0.0110758954651412
"12752",12751,"SOAD11729","Lyndrassia","No","Recreation","Earth",10.679,NA,NA,0.12608,7835.39918,"",0,7.66,"High","Not Rated",0.132,15.4,335.5,7,59,0,59,59,59,0.0151453245273137
"12753",12752,"SOAD12102","Navaldia","No","Recreation","Earth",5.776,0.383,NA,0.20685,NA,"",0,NA,"Low","Not Rated",0.0618,8.7,8.4,6.6,50,0,50,42,11,0.00654788585929396
"12754",12753,"SOAD13573","Navaldia","No","","Earth",3.058,0.667,NA,0.22261,NA,"",0,NA,"Low","Not Rated",0.0724,37,6.1,NA,48,0,48,48,11,0.00775274591648839
"12755",12754,"SOAD13977","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",4.314,0.567,NA,0.21079,NA,"",0,NA,"Low","Not Rated",0.0844,12.3,11.8,NA,62,0,62,62,11,0.00916129604082446
"12756",12755,"SOAD16230","Lyndrassia","Yes","Irrigation","Earth",12.964,0.267,NA,NA,63.91896,"",0,39.02,"Low","",0.0974,11.9,147.7,10.9,86,0,86,86,86,0.0107322340284132
"12757",12756,"SOAD17440","Lyndrassia","No","Irrigation","Earth",7.071,0.18,18419,0.10638,663.15921,"Uncontrolled",0,NA,"Low","Not Rated",0.083,6,15.5,32.3,48,0,48,48,48,0.00899439191269657
"12758",12757,"SOAD17699","Flumevale","Yes","Other","Earth",40.272,0.165,322000,0.0591,NA,"",1,0.16,"High","Satisfactory",0.0843,10.7,611.8,NA,72,0,72,4,8,0.00914936001637151
"12759",12758,"SOAD19999","Navaldia","No","Recreation","Earth",7.856,0.276,12902,0.04925,NA,"",0,NA,"Low","Not Rated",0.0987,12.2,15.2,3.2,53,0,53,53,11,0.0108915408004363
"12760",12759,"SOAD00047","Navaldia","Yes","Recreation","Earth",7.159,0.247,NA,0.13199,NA,"",0,NA,"Low","Not Rated",0.1083,7.1,9.5,4.2,57,0,57,57,11,0.0120634361328234
"12761",12760,"SOAD00980","Lyndrassia","No","Irrigation","Earth",7.284,NA,NA,0.19897,2588.71788,"",0,17.68,"High","Not Rated",0.1271,33,387.1,45.1,49,0,49,49,49,0.0144958926104206
"12762",12761,"SOAD02399","Navaldia","No","Recreation","Earth",13.456,0.148,NA,0.11426,13.31645,"Uncontrolled",0.2,NA,"Significant","Not Rated",0.0901,40.7,63.6,9.2,58,0,58,15,10,0.00984531289668975
"12763",12762,"SOAD02860","Navaldia","No","Other","Earth",5.923,1.167,NA,0.12214,NA,"",0,NA,"Low","Not Rated",0.1273,20.8,8.6,NA,54,0,54,54,11,0.0145222293564446
"12764",12763,"SOAD06517","Flumevale","Yes","Irrigation","Earth",12.961,0.313,36414,0.14184,NA,"Uncontrolled",0.5,14.83,"Significant","Satisfactory",0.123,42.3,377.5,23.5,107,1,61,4,4,0.0139315471161265
"12765",12764,"SOAD09802","Navaldia","No","Recreation","Earth",6.807,0.117,NA,0.10441,NA,"",0,NA,"Low","Not Rated",0.0925,13.9,10.1,4,63,0,63,63,11,0.0101355131505305
"12766",12765,"SOAD09958","Flumevale","Yes","Other","Earth",6.49,0.342,8647,0.28368,NA,"",1,31.44,"High","Satisfactory",0.0961,248.9,141.9,NA,109,0,109,4,8,0.0105733514788288
"12767",12766,"SOAD10749","Lyndrassia","No","Other","Earth",6.955,0.084,NA,0.22064,NA,"Uncontrolled",0.1,8.11,"Low","Not Rated",0.0323,11.2,220.3,NA,85,0,85,6,85,0.00331807733614015
"12768",12767,"SOAD10768","Flumevale","Yes","Irrigation","Earth",7.33,0.167,10193,0.20882,7.98987,"Uncontrolled",0.166666666666667,14.37,"Low","Not Rated",0.0763,31.4,288.9,20.7,123,1,79,7,123,0.00820163823242533
"12769",12768,"SOAD13996","Lyndrassia","No","Recreation","Other",9.661,NA,NA,0.14775,5467.73437,"",0,1.58,"Low","Not Rated",0.0671,22.8,393,8.7,125,0,125,125,125,0.0071483665949822
"12770",12769,"SOAD14018","Navaldia","Yes","Recreation","Earth",2.531,0.025,NA,0.52402,13.31645,"",0.2,NA,"Low","Not Rated",0.0577,448,23.7,3.3,106,0,106,12,106,0.00608597125630403
"12771",12770,"SOAD14835","Lyndrassia","Yes","Irrigation","Earth",19.408,0.233,38000,0.23049,2.66329,"Uncontrolled",0.2,0,"High","Satisfactory",0.05,37.5,402.3,6.9,55,0,55,4,18,0.00522505450678566
"12772",12771,"SOAD15375","Navaldia","No","Other","Earth",8.91,0.25,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0839,28.2,16.7,NA,77,0,77,77,11,0.0091016379250813
"12773",12772,"SOAD17481","Flumevale","Yes","Water Supply","Earth",36.141,0.224,160000,0.10835,NA,"",2,0,"Low","Satisfactory",0.0555,31.7,858.1,64.6,49,0,49,3,8,0.00583908459212317
"12774",12773,"SOAD18364","Flumevale","Yes","Irrigation","Earth",4.089,0.274,18668,0.25807,NA,"Uncontrolled",0.166666666666667,3.35,"Low","Satisfactory",0.0413,670.7,643.1,20.4,122,1,18,6,11,0.00428243136689794
"12775",12774,"SOAD18400","Lyndrassia","Yes","Water Supply","Earth",18.076,0.367,NA,0.1379,2.66329,"Uncontrolled",0.333333333333333,11.05,"High","Satisfactory",0.103,17.6,311.3,10.3,75,0,75,5,18,0.011421619166174
"12776",12775,"SOAD18653","Navaldia","Yes","Recreation","Earth",5.689,0.263,NA,0.22064,2.66329,"",1,NA,"High","Fair",0.1078,20.2,748.5,3.8,52,1,19,4,52,0.0120074904498647
"12777",12776,"SOAD19639","Navaldia","Yes","Recreation","Earth",3.201,0.166,NA,0.39203,2.66329,"",1,NA,"High","Satisfactory",0.1025,520.2,713.8,8.8,113,0,113,5,113,0.0113597271702197
"12778",12777,"SOAD00440","Flumevale","Yes","Irrigation","Earth",15.728,0.167,53778,0.11032,NA,"Uncontrolled",0.5,45.23,"Significant","Fair",0.1359,31,201.8,23.9,52,1,18,3,3,0.0156683802538881
"12779",12778,"SOAD00752","Lyndrassia","Yes","","",18.51,0.8,NA,0.27186,NA,"Uncontrolled",0.333333333333333,35.22,"High","Not Rated",0.0994,147.3,57.3,NA,NA,0,NA,3,6,0.010977500285566
"12780",12779,"SOAD01015","Flumevale","Yes","Irrigation","Earth",3.348,0.113,NA,0.13396,7.98987,"Controlled",0.166666666666667,3.22,"Low","Not Rated",0.0387,20.9,855.3,8.6,5,1,5,5,5,0.00400186711931302
"12781",12780,"SOAD01219","Navaldia","No","","Earth",8.704,NA,NA,0.08471,NA,"",0,NA,"Low","Not Rated",0.0903,24.9,16,NA,NA,0,NA,NA,11,0.00986944576537448
"12782",12781,"SOAD03121","Navaldia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.87,0.467,18929,0.27974,7.98987,"Uncontrolled",0.2,NA,"High","Fair",0.0533,313.9,881.9,NA,55,1,9,5,4,0.00559290889639361
"12783",12782,"SOAD04269","Lyndrassia","Yes","Flood Risk Reduction","Earth",15.005,0.167,55000,0.10835,2.66329,"Uncontrolled",0.333333333333333,0,"High","Satisfactory",0.101,12.4,104.3,NA,51,0,51,3,12,0.0111744589605045
"12784",12783,"SOAD04356","Navaldia","No","Other","Earth",11.559,0.3,NA,0.12017,5.32658,"",0.2,3.07,"Significant","Not Rated",0.1473,44.5,841.7,NA,37,0,37,16,11,0.0172344081259313
"12785",12784,"SOAD04628","Lyndrassia","No","Recreation","Earth",8.528,NA,NA,0.15366,4516.93984,"",0,9.75,"High","Not Rated",0.0933,37.5,141.2,8.8,52,0,52,52,52,0.010232543700426
"12786",12785,"SOAD06327","Lyndrassia","No","Flood Risk Reduction","Gravity",5.425,0.341,17460.15,0.34278,21.30632,"Uncontrolled",0.2,86.16,"Low","Satisfactory",0.0373,356.8,185.3,NA,65,1,65,6,6,0.00385146055177323
"12787",12786,"SOAD09921","Lyndrassia","Yes","Recreation","Earth",15.752,0.133,30000,0.08077,2.66329,"Uncontrolled",0.333333333333333,0,"High","Satisfactory",0.0985,34,453,8.5,39,0,39,4,18,0.010867004091278
"12788",12787,"SOAD12712","Flumevale","Yes","Water Supply","Earth",9.221,0.175,28821,0.13593,7.98987,"",0.166666666666667,12.55,"Low","Satisfactory",0.0373,43.3,355.3,6.3,77,0,77,3,8,0.00385146055177323
"12789",12788,"SOAD12902","Flumevale","Yes","Other","Earth",10.924,0.5,28600,0.14775,10.65316,"",1,2.45,"High","Satisfactory",0.0953,10.6,634.7,NA,85,0,85,3,8,0.0104757846687286
"12790",12789,"SOAD13138","Lyndrassia","Yes","Irrigation","Earth",6.254,0.167,NA,NA,NA,"",0,11.21,"Low","",0.0762,9.5,157.7,28.1,100,0,100,100,100,0.00818988226565391
"12791",12790,"SOAD14045","Navaldia","Yes","Recreation","Stone",5.095,0.097,NA,0.17533,1515.41201,"Uncontrolled",0.2,NA,"Low","Satisfactory",0.0577,28.1,14.6,4.5,116,0,116,8,116,0.00608597125630403
"12792",12791,"SOAD15251","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.867,0.25,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0612,39.1,10.1,NA,64,0,64,64,11,0.0064801451968756
"12793",12792,"SOAD16955","Flumevale","Yes","Recreation","Earth",8.583,0.415,14358,0.17927,NA,"Uncontrolled",1,0,"High","Fair",0.1031,6.3,576.6,6.4,118,0,118,3,3,0.0114340058163271
"12794",12793,"SOAD17434","Lyndrassia","No","Irrigation","Earth",6.562,1.127,53874,0.00788,767.02752,"Uncontrolled",0,NA,"Low","Not Rated",0.0774,47,18.9,14,48,0,48,48,48,0.00833110365203754
"12795",12794,"SOAD19326","Flumevale","Yes","Irrigation","Earth",11.113,0.111,13587,0.12017,45.27593,"Uncontrolled",0.5,4.79,"Significant","Satisfactory",0.1178,24.3,165.2,15.7,87,1,25,3,3,0.0132918885746742
"12796",12795,"SOAD00057","Flumevale","Yes","Irrigation","Earth",2.842,0.17,NA,0.3349,7.98987,"Uncontrolled",0.166666666666667,7.93,"Low","Not Rated",0.0276,272.3,292.2,29.1,147,0,147,14,147,0.00282201075506408
"12797",12796,"SOAD00197","Lyndrassia","Yes","Recreation","Earth",13.291,0.147,45000,0.11032,2.66329,"Uncontrolled",0.2,0,"Low","Satisfactory",0.0514,17.3,625.7,6.5,49,0,49,5,18,0.00538090084412357
"12798",12797,"SOAD00278","Navaldia","No","Flood Risk Reduction","Earth",5.624,0.322,26300,NA,7.98987,"",0,NA,"Low","Not Rated",0.111,12.3,10.4,NA,41,0,41,41,11,0.012436189491562
"12799",12798,"SOAD08009","Lyndrassia","No","Flood Risk Reduction","Gravity",6.641,0.516,38967,0.67177,18.64303,"Uncontrolled",0.2,128.78,"Low","Unsatisfactory",0.0886,571.3,229.5,NA,61,0,61,6,6,0.00966460516671679
"12800",12799,"SOAD08725","Lyndrassia","Yes","Recreation","Earth",13.388,0.137,60000,0.06501,2.66329,"Uncontrolled",0.333333333333333,3.33,"High","Satisfactory",0.0928,45.8,542.1,5.5,53,0,53,2,18,0.0101718820051288
"12801",12800,"SOAD09404","Lyndrassia","Yes","Irrigation","Earth",7.01,0.1,NA,0.12214,26.6329,"",0,38.04,"Low","",0.0881,22.5,82.5,6,61,0,61,61,61,0.00960448179229317
"12802",12801,"SOAD09688","Lyndrassia","No","Recreation","Earth",11.471,NA,NA,0.13199,3456.95042,"",0,19.03,"Low","Not Rated",0.0925,45.7,136.5,9.3,NA,0,NA,NA,NA,0.0101355131505305
"12803",12802,"SOAD12754","Navaldia","No","Water Supply","Earth",5.772,0.207,NA,0.16548,NA,"",0,NA,"Low","Not Rated",0.0801,40.1,15.1,16.4,70,0,70,70,11,0.00865003497325488
"12804",12803,"SOAD14493","Navaldia","Yes","","Earth",9.035,0.183,NA,0.17927,NA,"Uncontrolled",0.2,NA,"High","Fair",0.0892,25.4,656,NA,43,1,9,4,8,0.00973682730563731
"12805",12804,"SOAD15929","Lyndrassia","No","Recreation","Earth",8.035,NA,NA,0.17139,1768.42456,"",0,40.29,"Low","Not Rated",0.114,33.7,84.4,7.1,63,0,63,63,63,0.0128022275208246
"12806",12805,"SOAD18348","Navaldia","Yes","Irrigation","Earth",2.862,1.767,NA,0.3152,NA,"",0,3.06,"Low","Not Rated",0.0738,324.7,121.8,4.8,75,0,75,75,11,0.0079130954367099
"12807",12806,"SOAD18700","Lyndrassia","Yes","Other","Earth",6.52,NA,NA,NA,NA,"",0,NA,"Low","Not Rated",0.1084,15.4,15.6,NA,NA,1,23,NA,NA,0.0120746908625576
"12808",12807,"SOAD19686","Navaldia","Yes","Recreation","Earth",10.866,0.283,NA,0.13199,2.66329,"",0.5,NA,"Significant","Fair",0.1351,7.3,295.1,7.5,63,0,63,5,63,0.0155606492101873
"12809",12808,"SOAD20051","Lyndrassia","Yes","Irrigation","Earth",16.433,0.22,NA,0.197,18.64303,"",0,162.88,"Low","",0.1083,34.7,74.8,5.4,63,0,63,28,63,0.0120634361328234
"12810",12809,"SOAD00295","Flumevale","Yes","Irrigation","Concrete",4.555,0.085,NA,0.34081,NA,"Controlled",0.5,4.75,"Low","Satisfactory",0.0725,60.4,612,11.7,108,0,108,7,2,0.00776418923426714
"12811",12810,"SOAD01708","Lyndrassia","No","Debris Control","Earth",10.263,NA,NA,0.13396,17132.94457,"",0,4.79,"Low","Not Rated",0.1111,39.8,912.7,NA,63,0,63,63,63,0.0124480524373751
"12812",12811,"SOAD03910","Navaldia","No","","Earth",12.79,0.16,NA,0.07683,NA,"Uncontrolled",0,NA,"Low","Not Rated",0.1182,40.2,23.4,NA,51,0,51,15,11,0.0133445977517761
"12813",12812,"SOAD04321","Lyndrassia","No","Other","Earth",5.108,NA,NA,0.24822,2396.961,"",0,0,"Low","Not Rated",0.1038,187.8,858.2,NA,60,0,60,60,60,0.0115207899271086
"12814",12813,"SOAD04354","Flumevale","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.043,0.212,NA,0.28171,90.55186,"Uncontrolled",0.166666666666667,92.2,"Low","Not Rated",0.0501,247.7,201.7,NA,118,0,118,3,118,0.00523617570504198
"12815",12814,"SOAD08928","Lyndrassia","No","Other","Earth",10.447,NA,NA,0.13199,7590.3765,"",0,41.19,"High","Not Rated",0.0903,25.4,87.6,NA,NA,0,NA,NA,NA,0.00986944576537448
"12816",12815,"SOAD09130","Flumevale","Yes","Flood Risk Reduction","Earth",22.464,0.19,66000,0.1182,10.65316,"",2,NA,"Low","Satisfactory",0.0745,30.4,7.8,NA,31,0,31,3,8,0.00799338830089205
"12817",12816,"SOAD09887","Lyndrassia","No","Fish and Wildlife Pond","Earth",6.46,0.217,12067,0.01576,713.76172,"Uncontrolled",0,NA,"Low","Not Rated",0.0661,17.1,13.3,NA,48,0,48,48,48,0.00703477778418999
"12818",12817,"SOAD11367","Flumevale","Yes","Water Supply","Earth",13.63,0.223,58000,0.13987,2.66329,"",2,0,"Low","Satisfactory",0.0629,30.2,627.4,48,73,0,73,3,8,0.00667220302505147
"12819",12818,"SOAD12065","Lyndrassia","No","Recreation","Earth",10.578,NA,NA,0.12608,2199.87754,"",0,21.32,"High","Not Rated",0.0978,17.6,420,4.8,58,0,58,58,58,0.0107812058955901
"12820",12819,"SOAD12231","Navaldia","No","","Earth",5.325,0.433,NA,0.17336,NA,"",0,NA,"Low","Not Rated",0.0728,7.2,9.2,NA,51,0,51,51,11,0.00779852852161775
"12821",12820,"SOAD14918","Navaldia","Yes","Flood Risk Reduction","Earth",8.482,0.417,32910,0.05122,5.32658,"",0,NA,"Low","Not Rated",0.0978,4.9,13.9,NA,63,0,63,63,11,0.0107812058955901
"12822",12821,"SOAD15111","Navaldia","Yes","Irrigation","Earth",2.778,0.067,NA,0.52402,NA,"",0,NA,"Low","Not Rated",0.0616,93.8,17.1,25.9,NA,0,NA,NA,11,0.00652530023845809
"12823",12822,"SOAD17214","Navaldia","Yes","Flood Risk Reduction","Earth",10.677,0.31,44150,0.0906199999999999,2.66329,"Uncontrolled",0.5,NA,"Significant","Not Rated",0.1606,38.8,225.8,NA,61,0,61,9,4,0.0191026045747873
"12824",12823,"SOAD17990","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",6.498,0.667,NA,NA,127.83792,"Uncontrolled",0,42.65,"Low","",0.0953,23.1,134.4,NA,76,0,76,76,76,0.0104757846687286
"12825",12824,"SOAD18154","Navaldia","Yes","Recreation","Earth",3.521,0.385,NA,0.42158,NA,"",0,NA,"Low","Not Rated",0.1186,319.2,9.1,3.7,62,0,62,62,11,0.0133975155132201
"12826",12825,"SOAD19687","Flumevale","Yes","Water Supply","Multi-Arch",19.146,0.142,1500,0.17533,7.98987,"",2,0,"Low","Satisfactory",0.0596,26.8,942.5,18.3,100,0,100,3,8,0.0062997422319614
"12827",12826,"SOAD00932","Navaldia","Yes","Irrigation","Earth",8.458,0.278,NA,0.17139,NA,"",0,NA,"Low","Not Rated",0.099,11.1,13.8,35.3,56,0,56,51,11,0.0109283651075544
"12828",12827,"SOAD03016","Flumevale","Yes","Water Supply","Earth",15.159,0.1,NA,0.07683,NA,"Uncontrolled",1,4.68,"High","Satisfactory",0.097,28.4,552.8,7.1,NA,3,7,3,3,0.0106833023207702
"12829",12828,"SOAD03513","Lyndrassia","No","Other","Earth",11.468,NA,NA,0.12411,772.3541,"",0,8.32,"Low","Not Rated",0.118,11,178.8,NA,59,0,59,59,59,0.0133182169434409
"12830",12829,"SOAD04581","Lyndrassia","No","Recreation","Earth",9.658,NA,NA,0.15169,1225.1134,"",0,16.94,"Low","Not Rated",0.1098,31,291.6,3.6,60,0,60,60,60,0.0122956200173067
"12831",12830,"SOAD05583","Lyndrassia","No","Flood Risk Reduction","Earth",9.85,0.163,21864,0.04137,1227.77669,"Uncontrolled",0,NA,"Low","Not Rated",0.092,44.8,9.6,NA,19,0,19,19,19,0.0100749450726465
"12832",12831,"SOAD05620","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",6.752,NA,NA,0.19897,2.66329,"",0,NA,"Low","Not Rated",0.1069,13.2,8.6,NA,NA,0,NA,NA,11,0.0119067853926884
"12833",12832,"SOAD05691","Navaldia","Yes","Recreation","Earth",5.414,0.053,NA,0.19897,13.31645,"",0.5,NA,"Significant","Fair",0.146,37.6,148.8,4.3,106,0,106,5,106,0.0170440153320088
"12834",12833,"SOAD09668","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",4.196,0.1,NA,NA,NA,"",0,50.39,"Low","",0.1018,5.2,48.2,NA,75,0,75,75,75,0.0112731930622134
"12835",12834,"SOAD10083","Navaldia","Yes","Recreation","Earth",9.627,0.318,NA,0.12805,39.94935,"",1,NA,"High","Poor",0.1143,20.9,748.9,3,82,0,82,4,82,0.0128399992892929
"12836",12835,"SOAD10433","Flumevale","Yes","Water Supply","Earth",5.484,0.367,NA,0.4334,37.28606,"",1,NA,"Low","Satisfactory",0.0672,100.4,12.2,11.1,NA,0,NA,3,8,0.00715973301210256
"12837",12836,"SOAD11211","Navaldia","No","Irrigation","Earth",6.585,0.45,NA,0.14775,NA,"",0,NA,"Low","Not Rated",0.1101,19.9,21.9,14.1,48,0,48,48,11,0.0123304549358419
"12838",12837,"SOAD12056","Lyndrassia","No","Water Supply","Earth",9.004,NA,NA,0.15366,2162.59148,"",0,1.56,"High","Not Rated",0.1068,12.2,130.3,11,72,0,72,72,72,0.0118942906867661
"12839",12838,"SOAD16831","Flumevale","Yes","Hydroelectric","Earth",14.279,0.283,40000,0.14775,NA,"Uncontrolled",1,3.14,"High","Satisfactory",0.1012,20.8,132.5,92.2,112,0,112,2,2,0.0111991264015144
"12840",12839,"SOAD18113","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",16.335,0.117,NA,0.08471,NA,"",0,0,"Low","",0.1111,22.7,856,NA,39,0,39,39,39,0.0124480524373751
"12841",12840,"SOAD20061","Flumevale","Yes","Recreation","Earth",3.917,0.08,NA,0.2758,42.61264,"",0.166666666666667,67.22,"Low","Not Rated",0.0874,231.7,71.9,3.3,92,0,92,10,92,0.00952040295153169
"12842",12841,"SOAD20562","Navaldia","Yes","Flood Risk Reduction","Earth",9.369,0.25,24070,0.64222,2.66329,"",0,NA,"Low","Not Rated",0.0915,478,4.8,NA,59,0,59,59,11,0.0100144350360923
"12843",12842,"SOAD00135","Navaldia","No","Irrigation","Earth",5.855,0.2,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0841,44.2,8.2,41.2,55,0,55,55,11,0.00912549456993361
"12844",12843,"SOAD01123","Navaldia","No","","Earth",8.217,0.349,NA,0.16351,2.66329,"Uncontrolled",0,NA,"Low","Not Rated",0.1028,22,20.5,NA,19,0,19,19,11,0.0113968541304612
"12845",12844,"SOAD02701","Navaldia","No","Recreation","Earth",9.307,0.35,26000,0.15563,NA,"",0,NA,"Low","Not Rated",0.1106,13,20.1,8.4,58,0,58,58,11,0.0123889676235245
"12846",12845,"SOAD03610","Flumevale","Yes","Irrigation","Earth",4.133,0.347,18490,0.42158,141.15437,"",0.166666666666667,37.04,"Low","Satisfactory",0.0463,211.1,112.6,5.7,123,0,123,33,13,0.00481477469512111
"12847",12846,"SOAD04908","Lyndrassia","No","Fish and Wildlife Pond","Earth",10.158,0.185,19571,0.09653,1028.02994,"Uncontrolled",0,NA,"Low","Not Rated",0.1142,41.4,17.5,NA,60,0,60,60,60,0.0128273848932294
"12848",12847,"SOAD05138","Navaldia","No","Recreation","Earth",6.945,NA,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0678,29.3,14.4,3,119,0,119,54,11,0.00722796050297823
"12849",12848,"SOAD05913","Navaldia","Yes","Irrigation","Earth",7.277,0.1,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0992,24.3,22,3.3,40,0,40,40,11,0.0109529275247237
"12850",12849,"SOAD05978","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",9.876,0.058,NA,NA,58.59238,"Uncontrolled",0,74.3,"Low","",0.1031,7.6,58.5,NA,58,0,58,58,58,0.0114340058163271
"12851",12850,"SOAD09345","Navaldia","Yes","Recreation","Earth",8.142,0.253,NA,0.11426,18.64303,"Uncontrolled",0.2,NA,"High","Fair",0.0752,24.1,864.9,6.8,73,4,7,3,2,0.00807244824959896
"12852",12851,"SOAD10492","Navaldia","No","Recreation","Earth",12.191,0.167,NA,NA,NA,"",0,NA,"Low","Not Rated",0.0826,16.7,8,7.3,65,0,65,65,11,0.00894678421253961
"12853",12852,"SOAD11244","Lyndrassia","No","Irrigation","Earth",8.796,NA,NA,0.15563,767.02752,"",0,9.91,"Low","Not Rated",0.1086,45.3,244.8,30,72,0,72,72,72,0.0120972662917392
"12854",12853,"SOAD11362","Flumevale","Yes","Water Supply","Earth",27.381,0.36,167400,0.07092,NA,"",1,NA,"High","Satisfactory",0.0834,42.7,568.5,40.9,64,0,64,3,8,0.0090420348107818
